Docket Number,Violation Number,Issued Date,Issuing Department,Last Hearing Date,Property Address,Violation Type,Entity or Person(s),Disposition Description,Total Fines,Total Administrative Costs,Interest Amount,Collection Costs or Attorney Fees,Court Cost,Original Total Amount Due,Total Paid,Current Amount Due,Latitude,Longitude,Location
17CP010742,P005027067|P005027068,01/03/2017,POLICE,03/03/2017 11:00:00 AM,7938 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"U S BANK N A, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.749157169233456,-87.66598244311064,POINT (-87.66598244311064 41.749157169233456)
17CP012523,P004969617|P004969618|P004969619|P004969620,01/25/2017,POLICE,03/03/2017 01:00:00 PM,331 N KENNETH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
17CP022650,P005213845|P005213846,02/20/2017,POLICE,04/07/2017 09:00:00 AM,6533 S WHIPPLE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"US BANK NA, ",Liable - By plea,1300.00,0.00,0.00,0.00,0.00,1340.00,1340.00,0.00,41.774387472869826,-87.69921605759107,POINT (-87.69921605759107 41.774387472869826)
17CP025601,P005058833|P005058834,03/14/2017,POLICE,05/05/2017 11:00:00 AM,649 E 89TH ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK N A, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.732846594647434,-87.60765318479426,POINT (-87.60765318479426 41.732846594647434)
17CP028581,P005059356,03/22/2017,POLICE,05/05/2017 11:00:00 AM,7936 S ELLIS ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATIONAL MORTGAGE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.750223907434076,-87.60045355484777,POINT (-87.60045355484777 41.750223907434076)
17CP065862,P005271951|P005271952|P005271953|P005271954|P005271955|P005271956,07/11/2017,POLICE,09/01/2017 09:00:00 AM,658 W 62ND ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7817203371596,-87.64225445228163,POINT (-87.64225445228163 41.7817203371596)
17CP070144,P005223543|P005223544|P005223545|P005223996,07/17/2017,POLICE,09/01/2017 01:00:00 PM,6029 S MAY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"FIRST MIDWEST BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78420160390862,-87.65325804830685,POINT (-87.65325804830685 41.78420160390862)
17CS013881,P005086625|P005246961,11/08/2017,POLICE,12/01/2017 01:00:00 PM,5712 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"STANDARD BANK AND TRUST, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.789991261268376,-87.66218935248322,POINT (-87.66218935248322 41.789991261268376)
18CP009705,P005319078|P005319079|P005319080|P005319082|P005319083,01/04/2018,POLICE,03/02/2018 09:00:00 AM,3449 S WELLS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TR CO, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
18CP011072,P005321046|P005321048,01/11/2018,POLICE,04/06/2018 09:00:00 AM,5400 S SHIELDS ,13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO, ",Liable - By plea,2000.00,0.00,0.00,0.00,0.00,2040.00,2040.00,0.00,41.79618788715382,-87.6344075727945,POINT (-87.6344075727945 41.79618788715382)
18CP051442,P005483797|P005483798|P005483799,06/08/2018,POLICE,09/07/2018 11:00:00 AM,9519 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"US BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.72069098700081,-87.65887201662358,POINT (-87.65887201662358 41.72069098700081)
18CP076688,P005469813,08/15/2018,POLICE,10/05/2018 01:00:00 PM,4741 W POLK ,13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.8703567259664,-87.74409730054745,POINT (-87.74409730054745 41.8703567259664)
18CP085556,P005288493|P005288495,10/08/2018,POLICE,02/01/2019 09:00:00 AM,2140 W 53RD PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79672968594133,-87.6784697570231,POINT (-87.6784697570231 41.79672968594133)
18CP095170,P005710901|P005710902|P005710903|P005710904,12/02/2018,POLICE,01/04/2019 11:00:00 AM,5647 N KEYSTONE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.984220708229856,-87.72954117258053,POINT (-87.72954117258053 41.984220708229856)
19CP040687,P005631140|P005631141|P005631142|P005631144,05/23/2019,POLICE,08/02/2019 09:00:00 AM,485 S BISHOP ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK N A, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
20CP018216,P005470933|P005470934,04/30/2020,POLICE,09/04/2020 01:00:00 PM,215 N KEYSTONE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.88379686662343,-87.72684360839465,POINT (-87.72684360839465 41.88379686662343)
20CP024288,P005943904|P005943905,09/02/2020,POLICE,11/06/2020 11:00:00 AM,9554 S LONGWOOD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATIONAL TRUST COMPANY, ",Default - Liable by prove-up,3000.00,0.00,188.14,857.28,6.96,4092.38,4018.18,0.00,41.71950523688426,-87.6692431426127,POINT (-87.6692431426127 41.71950523688426)
21CP015594,P005817051|P005817052,09/30/2021,POLICE,12/03/2021 01:00:00 PM,11616 S LAFAYETTE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.68200591302822,-87.6241677832346,POINT (-87.6241677832346 41.68200591302822)
22CP008235,P005816668|P005816669,05/27/2022,POLICE,08/05/2022 01:00:00 PM,10625 S PERRY ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7007970633651,-87.625578292702,POINT (-87.625578292702 41.7007970633651)
22CP010821,P005471149|P005471150,08/02/2022,POLICE,10/07/2022 01:00:00 PM,4314 W WORTHINGTON ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
14CP009669,P004328757,01/13/2014,POLICE,05/02/2014 01:00:00 PM,7038 S TALMAN ,13-12-125  Duty to secure and maintain vacant building.,"H S B C BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76525057955053,-87.68952395527201,POINT (-87.68952395527201 41.76525057955053)
11CP081278,P003141420|P003141421,12/12/2011,POLICE,02/03/2012 09:00:00 AM,5315 S LAFLIN ,13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79722264875366,-87.66209290348026,POINT (-87.66209290348026 41.79722264875366)
12CP016974,P002169001|P002169038|P002169039|P002169044|P002169045|P002169050,03/03/2012,POLICE,04/06/2012 09:00:00 AM,6314 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77875213334199,-87.68499476603093,POINT (-87.68499476603093 41.77875213334199)
11CP007755,P002509194|P002509196|P002509197,02/14/2011,POLICE,04/01/2011 09:00:00 AM,5128 S MARSHFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"LITTON LOAN SERVICING, ",City non-suit,1300.00,0.00,209.48,377.88,20.00,1947.36,2130.75,-183.39,41.80042059764004,-87.66611860279855,POINT (-87.66611860279855 41.80042059764004)
14CP018073,P004456688|P004456689|P004456690|P004456691|P004456692|P004456693,02/07/2014,POLICE,04/04/2014 09:00:00 AM,4020 S MOZART ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
15CP042857,P004748749|P004748750|P004748751|P004748752|P004748753|P004748754,03/09/2015,POLICE,05/01/2015 09:00:00 AM,6114 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78267314352238,-87.66079340228376,POINT (-87.66079340228376 41.78267314352238)
13CP043464,P004099279,05/17/2013,POLICE,07/05/2013 09:00:00 AM,4844 N LAFLIN ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",Not liable - City failed to establish prima facie case,3800.00,0.00,2870.25,1082.88,14.13,7807.26,4142.06,3665.20,,,
15CP005714,P004592638|P004592638|P004592639|P004592639|P004592640|P004592640|P004592641|P004592641|P004592643|P004592643,12/27/2014,POLICE,02/06/2015 09:00:00 AM,6510 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"PNC MORTGAGE, ",Default - Liable by prove-up,3300.00,0.00,0.00,0.00,0.00,3340.00,3340.00,0.00,41.77523858301082,-87.68111380734629,POINT (-87.68111380734629 41.77523858301082)
14CP124240,P004472522|P004472522|P004472523|P004472523|P004472524|P004472524|P004472525|P004472525|P004472726|P004472726|P004472727|P004472727,08/12/2014,POLICE,10/03/2014 09:00:00 AM,6543 S CLAREMONT ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77432754264145,-87.68200769679338,POINT (-87.68200769679338 41.77432754264145)
16CP075258,P005074467|P005074468|P005074469|P005074470|P005074471|P005074472,07/25/2016,POLICE,09/02/2016 01:00:00 PM,5635 S MARSHFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONWIDE REO LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79114423538087,-87.66557697081993,POINT (-87.66557697081993 41.79114423538087)
17CP050949,P005017107|P005017108,05/08/2017,POLICE,07/07/2017 01:00:00 PM,915 N HOMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"FEDERAL NATIONAL MORTGAGE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.89776702280471,-87.7113616618724,POINT (-87.7113616618724 41.89776702280471)
17CP027576,P005240987|P005240988|P005240989|P005240990,03/14/2017,POLICE,05/05/2017 01:00:00 PM,7044 S UNION ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",Dismissed for want of prosecution - No service,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76572387721669,-87.64211394161971,POINT (-87.64211394161971 41.76572387721669)
13CP028043,P003824325|P003824326|P003824327|P003824328|P003824329|P003824330,03/27/2013,POLICE,06/07/2013 09:00:00 AM,4841 S LOOMIS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.80562957728547,-87.65987905149728,POINT (-87.65987905149728 41.80562957728547)
13CP017954,P003768047|P003768047,03/02/2013,POLICE,04/05/2013 01:00:00 PM,4216 W ADAMS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87801854918201,-87.7312147223763,POINT (-87.7312147223763 41.87801854918201)
17CP028605,P005036184|P005036185|P005036186|P005036187|P005036188|P005036189|P005036190|P005036191|P005036192|P005036349|P005036350|P005036351|P005036352|P005036353|P005036354|P005036355|P005036356|P005036357,03/11/2017,POLICE,05/05/2017 11:00:00 AM,8119 S COLES ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"OCWEN LOAN SERVICING, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.74772796834238,-87.54903507494976,POINT (-87.54903507494976 41.74772796834238)
12CP008616,P003141202|P003141203|P003141204|P003141205|P003141849|P003141850,02/01/2012,POLICE,04/06/2012 09:00:00 AM,2947 W 38 ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"ONE WEST BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.82441343172543,-87.69897275758954,POINT (-87.69897275758954 41.82441343172543)
18CP026190,P005466111|P005466113,03/27/2018,POLICE,06/01/2018 01:00:00 PM,5235 W QUINCY ,13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.877439424290166,-87.75638808114057,POINT (-87.75638808114057 41.877439424290166)
17CP101395,P005386912|P005386913|P005386914|P005386915|P005386916|P005386917,11/05/2017,POLICE,01/05/2018 09:00:00 AM,6646 S HONORE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77254608233996,-87.67025651528199,POINT (-87.67025651528199 41.77254608233996)
16CP104059,P005061051|P005172646|P005172647|P005172648|P005172649|P005172650,10/05/2016,POLICE,12/02/2016 09:00:00 AM,3814 W 84TH ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.74052873385901,-87.7174055624577,POINT (-87.7174055624577 41.74052873385901)
13CP080767,P004334202|P004334204|P004334206,09/09/2013,POLICE,11/01/2013 09:00:00 AM,7028 S EGGLESTON ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City non-suit,1300.00,0.00,17.51,377.88,0.00,1735.39,1725.48,0.00,41.76626765808031,-87.63610496573055,POINT (-87.63610496573055 41.76626765808031)
12CP083419,P003830419|P003830420|P003830421|P003830422|P003830423|P003830424,11/15/2012,POLICE,01/04/2013 09:00:00 AM,1327 W 49TH PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.803996388889054,-87.6586550367039,POINT (-87.6586550367039 41.803996388889054)
13CP046197,P003923103|P003923105|P003923107,06/02/2013,POLICE,07/05/2013 09:00:00 AM,6542 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit,1300.00,0.00,1.32,0.00,0.00,1341.32,1341.32,0.00,41.77431914436686,-87.68487505101264,POINT (-87.68487505101264 41.77431914436686)
14CP003501,P004318668|P004318669|P004318670|P004318671|P004318672|P004318673,01/03/2014,POLICE,02/07/2014 09:00:00 AM,4343 S S LOUIS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
16CP100327,P005135148|P005135149|P005135150|P005135151|P005135152|P005135153,10/19/2016,POLICE,12/02/2016 09:00:00 AM,7132 S WOLCOTT ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.763836187893105,-87.67122171413853,POINT (-87.67122171413853 41.763836187893105)
