Docket Number,Violation Number,Issued Date,Issuing Department,Last Hearing Date,Property Address,Violation Type,Entity or Person(s),Disposition Description,Total Fines,Total Administrative Costs,Interest Amount,Collection Costs or Attorney Fees,Court Cost,Original Total Amount Due,Total Paid,Current Amount Due,Latitude,Longitude,Location
14CP006187,P004229171|P004229172|P004229173|P004229174|P004229175|P004229176,01/13/2014,POLICE,03/07/2014 09:00:00 AM,5333 S JUSTINE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79669745642854,-87.66329482051299,POINT (-87.66329482051299 41.79669745642854)
11CP010715,P002089411|P002089412|P002089413|P002089414|P002089415|P002089416,02/21/2011,POLICE,05/06/2011 09:00:00 AM,6621 S WINCHESTER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"OAK FINANCIAL INC, ",City Non suit - Motion to set-aside default - Granted,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77325418789561,-87.67238990425038,POINT (-87.67238990425038 41.77325418789561)
12CP087131,P003764522|P003764523,12/04/2012,POLICE,01/04/2013 01:00:00 PM,4309 W GLADYS ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87597090392072,-87.73329103463264,POINT (-87.73329103463264 41.87597090392072)
22CP001250,P006065062|P006065063|P006065064|P006065065|P006065066|P006065067,01/17/2022,POLICE,03/04/2022 09:00:00 AM,5111 S UNION ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HOUSING URBAN DEVELOPMENT, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.80125558654073,-87.64274049287219,POINT (-87.64274049287219 41.80125558654073)
11CP018017,P002109039|P002109040|P002109041|P002109042|P002109043|P002109044,04/11/2011,POLICE,06/03/2011 09:00:00 AM,6754 S HONORE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONAL ASSET MANAGEMENT GROUP LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.770502676361936,-87.67018864176725,POINT (-87.67018864176725 41.770502676361936)
11CP082845,P002037259|P002037260|P002037261|P002037262,12/14/2011,POLICE,01/06/2012 09:00:00 AM,3859 W 64TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77675505066522,-87.72013560343508,POINT (-87.72013560343508 41.77675505066522)
20CP009290,P005926641|P005926642|P005926643|P005926644|P005926645|P005926646,01/13/2020,POLICE,03/06/2020 09:00:00 AM,7203 S MAPLEWOOD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.762668984985794,-87.68671293981592,POINT (-87.68671293981592 41.762668984985794)
16CP113138,P005136822|P005136823|P005136824|P005136825|P005136826|P005136827,12/06/2016,POLICE,02/03/2017 09:00:00 AM,6208 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE REO GROUP LLC, ",Default - Liable by prove-up,4300.00,0.00,2756.67,1223.88,42.00,8362.55,0.00,8264.10,41.78117319861422,-87.6498292763393,POINT (-87.6498292763393 41.78117319861422)
15CP128937,P003125219|P003125220|P003125221|P003125222|P003125223|P003125224,09/10/2015,POLICE,11/06/2015 09:00:00 AM,5236 S DAMEN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7978705890232,-87.67456188944652,POINT (-87.67456188944652 41.7978705890232)
13CP097900,P004432721|P004432722|P004432723|P004432724|P004432725|P004432951,11/25/2013,POLICE,01/03/2014 09:00:00 AM,5531 S LOOMIS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HOUSING AND URBAN DEVELOPMENT, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79276759320108,-87.65954973117084,POINT (-87.65954973117084 41.79276759320108)
12CP027338,P003229112|P003229113|P003229114|P003229115,04/16/2012,POLICE,10/05/2012 01:00:00 PM,4836 W SUPERIOR ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"GMAC MORTGAGE LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.89415157079912,-87.74726643894401,POINT (-87.74726643894401 41.89415157079912)
16CP034052,P004878834,05/01/2016,POLICE,06/17/2016 10:30:00 AM,8040 S BURNHAM ,13-12-125  Duty to secure and maintain vacant building.,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.748822738915244,-87.55662692469195,POINT (-87.55662692469195 41.748822738915244)
14CP004033,P004319192|P004319193|P004319194|P004319195|P004319196|P004319197,12/02/2013,POLICE,02/07/2014 09:00:00 AM,5143 S RIDGEWAY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79935116316485,-87.71706003443005,POINT (-87.71706003443005 41.79935116316485)
18CP018435,P005386684|P005386684|P005386685|P005386685|P005386686|P005386686|P005386687|P005386687|P005386688|P005386688|P005386689|P005386689,02/01/2018,POLICE,04/06/2018 09:00:00 AM,713 W 59TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78694665793845,-87.64314445011765,POINT (-87.64314445011765 41.78694665793845)
16CP102399,P004549768|P004549769|P004549770|P004578266|P004578267|P004578268,10/18/2016,POLICE,04/07/2017 09:00:00 AM,3515 S WASHTENAW ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City Non suit - Motion to set-aside default - Granted,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.82961717327009,-87.69221388192224,POINT (-87.69221388192224 41.82961717327009)
15CP099706,P004764974|P004807004,07/09/2015,POLICE,09/04/2015 11:00:00 AM,11801 S STATE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"H S B C BANK USA NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.67980665948692,-87.62256867591998,POINT (-87.62256867591998 41.67980665948692)
15CP004980,P004527518|P004527519|P004527520|P004527521|P004527522|P004527524,12/23/2014,POLICE,02/06/2015 09:00:00 AM,4811 S PRINCETON ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.806872266562536,-87.63315928327957,POINT (-87.63315928327957 41.806872266562536)
14CP025153,P004366514,02/24/2014,POLICE,04/04/2014 01:00:00 PM,3900 W CONGRESS PKWY ,13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.874502435613564,-87.72313293951737,POINT (-87.72313293951737 41.874502435613564)
12CP084776,P004015726|P004015727,11/19/2012,POLICE,01/04/2013 01:00:00 PM,1617 N LONG ,13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.90998850721003,-87.76042264132742,POINT (-87.76042264132742 41.90998850721003)
12CP026053,P003233052|P003233054|P003233056,04/19/2012,POLICE,06/01/2012 09:00:00 AM,5423 S WINCHESTER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATIONAL TRUST COMPANY, ",City non-suit,1300.00,0.00,21.47,377.88,0.00,1739.35,1727.79,-0.01,41.79506667911757,-87.67296949154296,POINT (-87.67296949154296 41.79506667911757)
14CS005495,P004396639|P004396640|P004396641|P004396642|P004396643,04/22/2014,POLICE,06/06/2014 11:00:00 AM,7918 S ESCANABA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.751298085000194,-87.55424752104629,POINT (-87.55424752104629 41.751298085000194)
14CP036373,P004452920|P004452921|P004452922|P004452923|P004452924|P004452925,03/27/2014,POLICE,10/03/2014 09:00:00 AM,4934 S KEDVALE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL TRUST, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.803107392096294,-87.7272669492893,POINT (-87.7272669492893 41.803107392096294)
14CP129644,P004529213|P004529214|P004529215|P004529216|P004529217|P004529218,09/17/2014,POLICE,11/07/2014 09:00:00 AM,2130 W 52 ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"LITTON LOAN SERVICING LP, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.799009627831666,-87.67816997963249,POINT (-87.67816997963249 41.799009627831666)
15CP122993,P004897187|P004897188|P004897189|P004897190|P004897191|P004897192,08/05/2015,POLICE,10/02/2015 11:00:00 AM,7845 S INGLESIDE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75181583367808,-87.60141234612726,POINT (-87.60141234612726 41.75181583367808)
13CP007461,P003832233|P003832234|P003832235|P003832236|P003832237|P003832238,01/21/2013,POLICE,04/05/2013 09:00:00 AM,5428 S WINCHESTER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONWIDE REO LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79488794853346,-87.6732573132849,POINT (-87.6732573132849 41.79488794853346)
19CP006253,P005787036|P005787037|P005787038|P005787039|P005787040|P005787041,01/18/2019,POLICE,03/01/2019 09:00:00 AM,6531 S KEELER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7740260301563,-87.72737530088479,POINT (-87.72737530088479 41.7740260301563)
11CP015667,P002161518|P002161519,03/07/2011,POLICE,05/06/2011 11:00:00 AM,8523 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"U S BANK ASSOCIATION, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.73893147071807,-87.64841580714355,POINT (-87.64841580714355 41.73893147071807)
14CP155883,P004601518|P004601519|P004601520,10/21/2014,POLICE,12/05/2014 09:00:00 AM,6203 S LOOMIS ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7811374090019,-87.65925309370611,POINT (-87.65925309370611 41.7811374090019)
11CP026967,P002501368|P002501369|P002501370|P002501371,06/02/2011,POLICE,08/05/2011 02:30:00 PM,3918 W GRENSHAW ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.86721010769147,-87.72357267894324,POINT (-87.72357267894324 41.86721010769147)
13CP003174,P004015301|P004015302,12/31/2012,POLICE,03/01/2013 01:00:00 PM,5518 W SCHUBERT ,13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK N A, ",Default - Liable by prove-up,800.00,0.00,2.38,0.00,0.00,842.38,1079.28,-236.90,41.92958503860948,-87.76453626758064,POINT (-87.76453626758064 41.92958503860948)
15CP098090,P004804171|P004804172|P004804173|P004804174|P004804175|P004804176,06/10/2015,POLICE,08/07/2015 09:00:00 AM,6629 S MAPLEWOOD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.772860598508885,-87.68698761566432,POINT (-87.68698761566432 41.772860598508885)
18CP080898,P005564865|P005564866|P005564867|P005564868|P005564869,08/28/2018,POLICE,11/02/2018 09:00:00 AM,5320 S PEORIA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONWIDE REO LLC, ",Default - Liable by prove-up,6000.00,0.00,2887.78,1703.28,0.00,10631.06,0.00,10494.04,41.79712830422228,-87.64783806114086,POINT (-87.64783806114086 41.79712830422228)
13CP093450,P004327682|P004327683|P004327684,10/16/2013,POLICE,04/04/2014 09:00:00 AM,5618 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE, ",City non-suit,700.00,0.00,0.00,208.68,0.00,948.68,740.00,0.00,41.79169263389291,-87.68138010834492,POINT (-87.68138010834492 41.79169263389291)
11CP057142,P003004917|P003004918|P003004919,08/28/2011,POLICE,10/07/2011 06:05:00 AM,5633 S ASHLAND ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BAYVIEW LOAN SERVICING, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79121477554877,-87.66436512952482,POINT (-87.66436512952482 41.79121477554877)
12CP063381,P002166467|P002166468,08/24/2012,POLICE,10/05/2012 01:00:00 PM,5552 W CONGRESS ,13-12-140  Watchman required|13-12-140  Watchman required,"U S BANK N A, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87394898008726,-87.76366308999842,POINT (-87.76366308999842 41.87394898008726)
15CP034544,P004261355|P004261356|P004261357|P004261358,02/09/2015,POLICE,04/03/2015 01:00:00 PM,4934 S KEDVALE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.803107392096294,-87.7272669492893,POINT (-87.7272669492893 41.803107392096294)
11BS02904A,11DR286648,03/31/2011,BLDINGS,05/12/2011 12:00:00 PM,6738 S KOLIN ,193110 Insure and secure vacant building. (13-12-125 (a).,"FEDERAL NATIONAL MORTGAGE ASSN NATIONAL PROPERTY DISPOSITION CENTER, ",Not liable - Respondent came into compliance with building code prior to hearing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77010384266602,-87.73122023488988,POINT (-87.73122023488988 41.77010384266602)
18CP011283,P005597334|P005597335|P005597486|P005597487,01/16/2018,POLICE,03/02/2018 01:00:00 PM,449 W 61ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"NORTH STAR TRUST COMPANY, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78340517762721,-87.63707312195223,POINT (-87.63707312195223 41.78340517762721)
13CP028788,P004016980|P004016981|P004016982|P004016983,04/15/2013,POLICE,06/07/2013 01:00:00 PM,4032 N KIMBALL AVE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"AURORA LOAN SERVICES LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.95490851966003,-87.71309144629367,POINT (-87.71309144629367 41.95490851966003)
19CP007814,P005469187|P005469188,01/14/2019,POLICE,03/01/2019 01:00:00 PM,411 N HAMLIN ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"US BANK TRUST, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.888411626335184,-87.72084649253654,POINT (-87.72084649253654 41.888411626335184)
16CP075254,P004906698,07/14/2016,POLICE,09/02/2016 01:00:00 PM,5322 W VAN BUREN ,13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City non-suit,600.00,0.00,0.00,0.00,0.00,640.00,640.00,0.00,41.87491501544867,-87.75841457776971,POINT (-87.75841457776971 41.87491501544867)
16CP004727,P004905270|P004905271|P004905272|P004905273|P004905274|P004905275,12/16/2015,POLICE,02/05/2016 09:00:00 AM,3832 W 59TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7861037745308,-87.71939898478763,POINT (-87.71939898478763 41.7861037745308)
12CP039485,P003218015|P003218017|P003218019,06/13/2012,POLICE,09/07/2012 09:00:00 AM,5138 S MOZART ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"US BANK AND TRUST, ",Liable - By plea,1500.00,0.00,137.46,434.28,0.00,2111.74,2125.00,-13.26,41.79979701850721,-87.69533564222901,POINT (-87.69533564222901 41.79979701850721)
17CP082702,P005328162|P005328163|P005328164|P005328165|P005328166|P005328167,08/13/2017,POLICE,10/06/2017 09:00:00 AM,7701 S SPAULDING ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75328065722131,-87.70477811153157,POINT (-87.70477811153157 41.75328065722131)
21CP005945,P005902271|P005902271,04/16/2021,POLICE,06/04/2021 01:00:00 PM,203 N PARKSIDE ,13-12-140  Watchman required|13-12-140  Watchman required,"US BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.88434423729476,-87.76650810108228,POINT (-87.76650810108228 41.88434423729476)
13CP000865,P003830429,12/10/2012,POLICE,02/01/2013 09:00:00 AM,5221 S JUSTINE ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit,300.00,0.00,1.09,0.00,0.00,341.09,341.09,0.00,41.79885840370028,-87.66335120499933,POINT (-87.66335120499933 41.79885840370028)
13CP045417,P004016919|P004016920|P004016921|P004016922|P004016923|P004016924,06/04/2013,POLICE,07/05/2013 01:00:00 PM,4831 W WASHINGTON ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.881690389780445,-87.74659209459472,POINT (-87.74659209459472 41.881690389780445)
12CP071269,P002166531|P002166532,09/18/2012,POLICE,05/03/2013 09:00:00 AM,230 N LA CROSSE ,13-12-140  Watchman required|13-12-140  Watchman required,"J P MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.88546491219683,-87.74683179798302,POINT (-87.74683179798302 41.88546491219683)
11CP031911,P002501360|P002501361|P002501362|P002501363,05/18/2011,POLICE,09/02/2011 02:30:00 PM,3314 W DIVERSEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.93210308324762,-87.71047021478755,POINT (-87.71047021478755 41.93210308324762)
16BT00910A,15NO464087,12/09/2015,BLDINGS,11/04/2016 10:30:00 AM,3846 N OKETO ,"193105 Register and secure vacant building. (13-12-125 (a)(1), 13-12-125 (b)(1) ).","FEDERAL NATIONAL MORTGAGE ASSN NATIONAL PROPERTY DISPOSITION CENTER, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.95005454073944,-87.8122530073612,POINT (-87.8122530073612 41.95005454073944)
12CP010752,P003142578|P003142579|P003142580|P003142581|P003142582|P003142583,02/08/2012,POLICE,04/06/2012 09:00:00 AM,743 W 50TH PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.80239489447836,-87.64469536826552,POINT (-87.64469536826552 41.80239489447836)
17CP050922,P005017087|P005017088,05/08/2017,POLICE,07/07/2017 01:00:00 PM,4530 W MAYPOLE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.88463257923108,-87.73935434738287,POINT (-87.73935434738287 41.88463257923108)
16CP007232,P004876385|P004876609,01/13/2016,POLICE,03/04/2016 11:00:00 AM,27 E 101ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.71071277881251,-87.62246601973321,POINT (-87.62246601973321 41.71071277881251)
15CP094889,P004800960|P004800961,07/02/2015,POLICE,08/07/2015 01:00:00 PM,1116 N RIDGEWAY ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.901440132993166,-87.7203199418301,POINT (-87.7203199418301 41.901440132993166)
14CP075717,P004469650|P004469726|P004469727|P004469728|P004469729|P004469730|P004469731,05/19/2014,POLICE,08/01/2014 09:00:00 AM,6732 S WOLCOTT ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77110927205158,-87.67141384246042,POINT (-87.67141384246042 41.77110927205158)
14CP008130,P004299668|P004299669|P004299670,01/20/2014,POLICE,03/07/2014 09:00:00 AM,5947 S RACINE ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78549618725476,-87.65450572595402,POINT (-87.65450572595402 41.78549618725476)
16CP088931,P005061137|P005061138|P005061140|P005172606|P005172607,08/12/2016,POLICE,10/07/2016 09:00:00 AM,8122 S SACRAMENTO ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7455133325551,-87.69754013058825,POINT (-87.69754013058825 41.7455133325551)
13CP019031,P003924042|P003924043|P003924044|P003924045|P003924046|P003924047,03/02/2013,POLICE,04/05/2013 09:00:00 AM,3428 W 65TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77533715005686,-87.70907635294397,POINT (-87.70907635294397 41.77533715005686)
18CP035233,P005602133|P005602134|P005602135|P005602196|P005602197|P005602198,04/11/2018,POLICE,06/01/2018 09:00:00 AM,6111 S KELLER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78186969824566,-87.72759067488903,POINT (-87.72759067488903 41.78186969824566)
