,Month,DayOfWeek,Hour,District,Crime,Crime Score
41563,12,1,1,17,5,0
41564,12,1,2,17,6,0
41565,12,1,3,17,9,0
41567,12,1,5,17,8,0
5664,2,3,23,17,5,0
41568,12,1,6,17,5,0
41569,12,1,7,17,10,0
41570,12,1,8,17,8,0
41571,12,1,9,17,22,1
41572,12,1,10,17,15,1
41573,12,1,11,17,16,1
41574,12,1,12,17,30,2
41575,12,1,13,17,20,1
41576,12,1,14,17,17,1
41577,12,1,15,17,23,1
41583,12,1,21,17,21,1
41582,12,1,20,17,20,1
41581,12,1,19,17,14,1
41580,12,1,18,17,15,1
1430,1,2,15,17,15,1
1429,1,2,14,17,21,1
1428,1,2,13,17,20,1
1427,1,2,12,17,27,1
38395,11,2,3,17,4,0
38394,11,2,2,17,5,0
38393,11,2,1,17,6,0
38392,11,2,0,17,18,1
42631,12,3,11,17,15,1
42632,12,3,12,17,26,1
42633,12,3,13,17,20,1
42634,12,3,14,17,13,2
42635,12,3,15,17,26,1
42636,12,3,16,17,17,1
42637,12,3,17,17,25,1
42638,12,3,18,17,15,1
42639,12,3,19,17,15,1
42640,12,3,20,17,18,1
42641,12,3,21,17,13,2
42642,12,3,22,17,25,1
42643,12,3,23,17,7,0
1415,1,2,0,17,17,1
1416,1,2,1,17,8,0
1417,1,2,2,17,6,0
1418,1,2,3,17,2,0
1419,1,2,4,17,3,0
1420,1,2,5,17,8,0
1421,1,2,6,17,1,0
1422,1,2,7,17,6,0
1423,1,2,8,17,10,0
1424,1,2,9,17,10,0
1425,1,2,10,17,15,1
1426,1,2,11,17,15,1
38415,11,2,23,17,9,0
8302,3,1,22,17,15,1
906,1,1,19,17,25,1
44208,12,6,4,17,4,0
44222,12,6,18,17,10,0
44221,12,6,17,17,13,2
44220,12,6,16,17,18,1
44219,12,6,15,17,12,0
44218,12,6,14,17,15,1
44217,12,6,13,17,12,0
44216,12,6,12,17,18,1
44215,12,6,11,17,14,1
44214,12,6,10,17,14,1
44213,12,6,9,17,13,2
44212,12,6,8,17,12,0
44211,12,6,7,17,4,0
44210,12,6,6,17,3,0
44209,12,6,5,17,8,0
44207,12,6,3,17,9,0
3543,1,6,15,17,17,1
44206,12,6,2,17,12,0
42622,12,3,2,17,9,0
6694,2,5,0,17,23,1
6695,2,5,1,17,6,0
6696,2,5,2,17,9,0
44204,12,6,0,17,25,1
44205,12,6,1,17,8,0
3551,1,6,23,17,10,0
3550,1,6,22,17,8,0
3549,1,6,21,17,12,0
3548,1,6,20,17,14,1
3547,1,6,19,17,12,0
3546,1,6,18,17,11,0
3545,1,6,17,17,19,1
44223,12,6,19,17,12,0
44224,12,6,20,17,10,0
44225,12,6,21,17,17,1
44226,12,6,22,17,19,1
907,1,1,20,17,11,0
908,1,1,21,17,11,0
909,1,1,22,17,11,0
910,1,1,23,17,10,0
3000,1,5,0,17,21,1
3001,1,5,1,17,8,0
3002,1,5,2,17,8,0
3003,1,5,3,17,3,0
3004,1,5,4,17,4,0
3005,1,5,5,17,8,0
3006,1,5,6,17,8,0
3007,1,5,7,17,11,0
3008,1,5,8,17,10,0
3009,1,5,9,17,8,0
3010,1,5,10,17,10,0
3011,1,5,11,17,10,0
3012,1,5,12,17,16,1
3013,1,5,13,17,12,0
3014,1,5,14,17,17,1
3015,1,5,15,17,11,0
3016,1,5,16,17,14,1
3017,1,5,17,17,16,1
3018,1,5,18,17,7,0
3019,1,5,19,17,15,1
3020,1,5,20,17,15,1
3021,1,5,21,17,11,0
3022,1,5,22,17,13,2
3023,1,5,23,17,13,2
44227,12,6,23,17,11,0
3544,1,6,16,17,13,2
3542,1,6,14,17,10,0
8301,3,1,21,17,18,1
8287,3,1,7,17,4,0
6709,2,5,15,17,12,0
6710,2,5,16,17,17,1
6711,2,5,17,17,15,1
6712,2,5,18,17,13,2
6713,2,5,19,17,18,1
6714,2,5,20,17,19,1
6715,2,5,21,17,15,1
8280,3,1,0,17,33,2
8281,3,1,1,17,6,0
8282,3,1,2,17,6,0
8283,3,1,3,17,4,0
8284,3,1,4,17,4,0
8285,3,1,5,17,6,0
8286,3,1,6,17,5,0
8288,3,1,8,17,6,0
3541,1,6,13,17,7,0
8289,3,1,9,17,11,0
8290,3,1,10,17,14,1
8291,3,1,11,17,17,1
8292,3,1,12,17,16,1
8293,3,1,13,17,16,1
8294,3,1,14,17,14,1
8295,3,1,15,17,17,1
8296,3,1,16,17,18,1
8297,3,1,17,17,17,1
8298,3,1,18,17,25,1
6716,2,5,22,17,15,1
6717,2,5,23,17,15,1
8299,3,1,19,17,13,2
8300,3,1,20,17,16,1
42630,12,3,10,17,12,0
42629,12,3,9,17,16,1
42628,12,3,8,17,13,2
42627,12,3,7,17,10,0
3540,1,6,12,17,12,0
3539,1,6,11,17,9,0
3538,1,6,10,17,13,2
3537,1,6,9,17,15,1
3536,1,6,8,17,4,0
3535,1,6,7,17,8,0
3534,1,6,6,17,3,0
3533,1,6,5,17,4,0
3532,1,6,4,17,6,0
3531,1,6,3,17,22,1
3530,1,6,2,17,5,0
3529,1,6,1,17,9,0
3528,1,6,0,17,24,1
6697,2,5,3,17,10,0
6698,2,5,4,17,6,0
6699,2,5,5,17,4,0
6700,2,5,6,17,1,0
6701,2,5,7,17,5,0
6702,2,5,8,17,11,0
6703,2,5,9,17,8,0
6704,2,5,10,17,15,1
6705,2,5,11,17,12,0
6706,2,5,12,17,20,1
6707,2,5,13,17,11,0
6708,2,5,14,17,9,0
42623,12,3,3,17,5,0
42624,12,3,4,17,4,0
42625,12,3,5,17,6,0
42626,12,3,6,17,2,0
38930,11,3,10,17,11,0
7227,2,6,4,17,1,0
38928,11,3,8,17,11,0
9879,3,4,13,17,15,1
9881,3,4,15,17,32,2
9882,3,4,16,17,15,1
9883,3,4,17,17,17,1
9884,3,4,18,17,16,1
9885,3,4,19,17,18,1
9886,3,4,20,17,14,1
9887,3,4,21,17,14,1
9888,3,4,22,17,19,1
9889,3,4,23,17,6,0
41038,12,0,5,17,6,0
41037,12,0,4,17,8,0
41036,12,0,3,17,10,0
41035,12,0,2,17,7,0
41034,12,0,1,17,7,0
41033,12,0,0,17,11,0
360,1,0,0,17,12,0
361,1,0,1,17,10,0
362,1,0,2,17,11,0
363,1,0,3,17,4,0
364,1,0,4,17,2,0
365,1,0,5,17,4,0
366,1,0,6,17,2,0
367,1,0,7,17,6,0
9880,3,4,14,17,19,1
9878,3,4,12,17,20,1
369,1,0,9,17,20,1
9877,3,4,11,17,9,0
7753,3,0,1,17,5,0
7752,3,0,0,17,21,1
41048,12,0,15,17,20,1
41047,12,0,14,17,22,1
41046,12,0,13,17,16,1
41045,12,0,12,17,18,1
41044,12,0,11,17,9,0
41043,12,0,10,17,16,1
41042,12,0,9,17,15,1
41041,12,0,8,17,9,0
41040,12,0,7,17,4,0
41039,12,0,6,17,5,0
9866,3,4,0,17,15,1
9867,3,4,1,17,10,0
9868,3,4,2,17,6,0
9869,3,4,3,17,8,0
9870,3,4,4,17,4,0
9871,3,4,5,17,3,0
9872,3,4,6,17,4,0
9873,3,4,7,17,4,0
9874,3,4,8,17,8,0
9875,3,4,9,17,14,1
9876,3,4,10,17,12,0
368,1,0,8,17,13,2
370,1,0,10,17,11,0
7755,3,0,3,17,7,0
42101,12,2,10,17,11,0
38927,11,3,7,17,13,2
42098,12,2,7,17,7,0
42097,12,2,6,17,6,0
42096,12,2,5,17,5,0
42095,12,2,4,17,3,0
42094,12,2,3,17,8,0
42093,12,2,2,17,8,0
42092,12,2,1,17,8,0
42091,12,2,0,17,20,1
5114,2,2,0,17,11,0
5115,2,2,1,17,8,0
5116,2,2,2,17,5,0
5117,2,2,3,17,3,0
5118,2,2,4,17,3,0
5119,2,2,5,17,4,0
5120,2,2,6,17,3,0
5121,2,2,7,17,4,0
5122,2,2,8,17,9,0
5123,2,2,9,17,14,1
5124,2,2,10,17,14,1
5125,2,2,11,17,10,0
5126,2,2,12,17,16,1
5127,2,2,13,17,10,0
42100,12,2,9,17,15,1
42102,12,2,11,17,10,0
371,1,0,11,17,18,1
42103,12,2,12,17,18,1
372,1,0,12,17,18,1
373,1,0,13,17,12,0
374,1,0,14,17,24,1
375,1,0,15,17,19,1
376,1,0,16,17,22,1
377,1,0,17,17,15,1
378,1,0,18,17,10,0
379,1,0,19,17,13,2
380,1,0,20,17,17,1
381,1,0,21,17,7,0
382,1,0,22,17,7,0
383,1,0,23,17,10,0
42114,12,2,23,17,12,0
42113,12,2,22,17,11,0
42112,12,2,21,17,14,1
42111,12,2,20,17,13,2
42110,12,2,19,17,11,0
42109,12,2,18,17,18,1
42108,12,2,17,17,18,1
42107,12,2,16,17,22,1
42106,12,2,15,17,15,1
42105,12,2,14,17,25,1
42104,12,2,13,17,13,2
7754,3,0,2,17,6,0
7756,3,0,4,17,5,0
5129,2,2,15,17,12,0
4606,2,1,20,17,29,2
4604,2,1,18,17,20,1
4603,2,1,17,17,13,2
4602,2,1,16,17,24,1
4601,2,1,15,17,18,1
4600,2,1,14,17,17,1
4599,2,1,13,17,12,0
4598,2,1,12,17,22,1
4597,2,1,11,17,21,1
4596,2,1,10,17,12,0
4595,2,1,9,17,12,0
4594,2,1,8,17,12,0
4593,2,1,7,17,5,0
4592,2,1,6,17,2,0
4591,2,1,5,17,4,0
4590,2,1,4,17,4,0
4589,2,1,3,17,5,0
4588,2,1,2,17,6,0
4587,2,1,1,17,6,0
4586,2,1,0,17,18,1
2471,1,4,0,17,29,2
39455,11,4,7,17,10,0
39454,11,4,6,17,4,0
39453,11,4,5,17,4,0
4605,2,1,19,17,12,0
4607,2,1,21,17,13,2
39451,11,4,3,17,1,0
4608,2,1,22,17,8,0
13053,4,3,21,17,10,0
13052,4,3,20,17,13,2
13051,4,3,19,17,15,1
13050,4,3,18,17,15,1
13049,4,3,17,17,18,1
13048,4,3,16,17,17,1
13047,4,3,15,17,15,1
13046,4,3,14,17,16,1
13045,4,3,13,17,9,0
13044,4,3,12,17,12,0
13043,4,3,11,17,13,2
13042,4,3,10,17,11,0
13041,4,3,9,17,9,0
13040,4,3,8,17,10,0
13039,4,3,7,17,10,0
13038,4,3,6,17,6,0
13037,4,3,5,17,8,0
13036,4,3,4,17,3,0
13035,4,3,3,17,8,0
13034,4,3,2,17,9,0
13033,4,3,1,17,6,0
13032,4,3,0,17,16,1
4609,2,1,23,17,13,2
39452,11,4,4,17,5,0
39450,11,4,2,17,8,0
7757,3,0,5,17,2,0
41055,12,0,22,17,16,1
41053,12,0,20,17,21,1
41052,12,0,19,17,18,1
41051,12,0,18,17,22,1
41050,12,0,17,17,13,2
41049,12,0,16,17,9,0
7775,3,0,23,17,6,0
7774,3,0,22,17,13,2
7773,3,0,21,17,11,0
7772,3,0,20,17,16,1
7771,3,0,19,17,13,2
7770,3,0,18,17,17,1
7769,3,0,17,17,15,1
7768,3,0,16,17,17,1
7767,3,0,15,17,18,1
7766,3,0,14,17,18,1
7765,3,0,13,17,11,0
7764,3,0,12,17,30,2
7763,3,0,11,17,17,1
7762,3,0,10,17,19,1
7761,3,0,9,17,13,2
7760,3,0,8,17,11,0
7759,3,0,7,17,5,0
7758,3,0,6,17,3,0
41054,12,0,21,17,12,0
41056,12,0,23,17,8,0
39449,11,4,1,17,9,0
2494,1,4,23,17,12,0
39448,11,4,0,17,12,0
2472,1,4,1,17,4,0
2473,1,4,2,17,6,0
2474,1,4,3,17,12,0
2475,1,4,4,17,1,0
2476,1,4,5,17,6,0
2477,1,4,6,17,9,0
2478,1,4,7,17,7,0
2479,1,4,8,17,20,1
2480,1,4,9,17,14,1
2481,1,4,10,17,11,0
2482,1,4,11,17,9,0
2483,1,4,12,17,14,1
2484,1,4,13,17,8,0
2485,1,4,14,17,17,1
2486,1,4,15,17,19,1
2487,1,4,16,17,15,1
2488,1,4,17,17,20,1
2489,1,4,18,17,11,0
2490,1,4,19,17,12,0
2491,1,4,20,17,12,0
2492,1,4,21,17,11,0
2493,1,4,22,17,20,1
5128,2,2,14,17,11,0
42099,12,2,8,17,11,0
41579,12,1,17,17,14,1
1963,1,3,20,17,12,0
1961,1,3,18,17,14,1
1960,1,3,17,17,11,0
1959,1,3,16,17,13,2
1958,1,3,15,17,17,1
39987,11,5,11,17,11,0
39986,11,5,10,17,4,0
39985,11,5,9,17,16,1
39984,11,5,8,17,7,0
39983,11,5,7,17,7,0
39982,11,5,6,17,5,0
39981,11,5,5,17,3,0
39980,11,5,4,17,9,0
1957,1,3,14,17,19,1
1956,1,3,13,17,13,2
1955,1,3,12,17,19,1
1954,1,3,11,17,12,0
1953,1,3,10,17,15,1
1952,1,3,9,17,18,1
12528,4,2,22,17,12,0
12529,4,2,23,17,9,0
39457,11,4,9,17,15,1
8809,3,2,0,17,9,0
8810,3,2,1,17,9,0
8811,3,2,2,17,7,0
8812,3,2,3,17,3,0
1962,1,3,19,17,17,1
1964,1,3,21,17,25,1
8814,3,2,5,17,2,0
1965,1,3,22,17,11,0
39995,11,5,19,17,21,1
39994,11,5,18,17,15,1
39993,11,5,17,17,14,1
39992,11,5,16,17,17,1
39991,11,5,15,17,9,0
39990,11,5,14,17,12,0
39989,11,5,13,17,14,1
39988,11,5,12,17,15,1
8830,3,2,21,17,10,0
11451,4,0,2,17,12,0
11452,4,0,3,17,4,0
11453,4,0,4,17,2,0
11454,4,0,5,17,3,0
11455,4,0,6,17,8,0
11456,4,0,7,17,5,0
11457,4,0,8,17,8,0
11458,4,0,9,17,7,0
11459,4,0,10,17,13,2
11460,4,0,11,17,11,0
11461,4,0,12,17,12,0
11462,4,0,13,17,19,1
11463,4,0,14,17,8,0
11464,4,0,15,17,13,2
11465,4,0,16,17,15,1
1966,1,3,23,17,3,0
8813,3,2,4,17,7,0
8815,3,2,6,17,8,0
39997,11,5,21,17,19,1
1945,1,3,1,17,6,0
4064,2,0,7,17,2,0
4065,2,0,8,17,7,0
4066,2,0,9,17,11,0
4067,2,0,10,17,14,1
4068,2,0,11,17,12,0
4069,2,0,12,17,13,2
4070,2,0,13,17,13,2
4071,2,0,14,17,8,0
4072,2,0,15,17,11,0
4073,2,0,16,17,15,1
40505,11,6,0,17,22,1
40506,11,6,1,17,12,0
40507,11,6,2,17,9,0
39979,11,5,3,17,5,0
39978,11,5,2,17,10,0
39977,11,5,1,17,19,1
39976,11,5,0,17,30,2
4074,2,0,17,17,13,2
4075,2,0,18,17,12,0
4076,2,0,19,17,11,0
4077,2,0,20,17,12,0
4078,2,0,21,17,18,1
4079,2,0,22,17,10,0
4080,2,0,23,17,10,0
8832,3,2,23,17,12,0
1944,1,3,0,17,14,1
1946,1,3,2,17,5,0
8816,3,2,7,17,7,0
1947,1,3,4,17,4,0
8817,3,2,8,17,5,0
8818,3,2,9,17,16,1
8819,3,2,10,17,16,1
8820,3,2,11,17,9,0
8821,3,2,12,17,16,1
8822,3,2,13,17,12,0
8823,3,2,14,17,12,0
8824,3,2,15,17,19,1
8825,3,2,16,17,14,1
8826,3,2,17,17,19,1
8827,3,2,18,17,14,1
8828,3,2,19,17,15,1
8829,3,2,20,17,16,1
39456,11,4,8,17,12,0
4057,2,0,0,17,21,1
4058,2,0,1,17,4,0
4059,2,0,2,17,8,0
4060,2,0,3,17,5,0
4061,2,0,4,17,3,0
4062,2,0,5,17,2,0
4063,2,0,6,17,6,0
1951,1,3,8,17,13,2
1950,1,3,7,17,3,0
1949,1,3,6,17,3,0
1948,1,3,5,17,7,0
39996,11,5,20,17,13,2
8831,3,2,22,17,15,1
39999,11,5,23,17,16,1
12514,4,2,8,17,10,0
11450,4,0,1,17,7,0
12506,4,2,0,17,24,1
12507,4,2,1,17,9,0
12508,4,2,2,17,8,0
12510,4,2,4,17,3,0
12511,4,2,5,17,5,0
12512,4,2,6,17,5,0
12513,4,2,7,17,6,0
12515,4,2,9,17,11,0
12521,4,2,15,17,19,1
12516,4,2,10,17,14,1
12517,4,2,11,17,14,1
11449,4,0,0,17,13,2
39998,11,5,22,17,11,0
12518,4,2,12,17,16,1
12519,4,2,13,17,22,1
12524,4,2,18,17,17,1
12523,4,2,17,17,19,1
12522,4,2,16,17,18,1
12509,4,2,3,17,3,0
5130,2,2,16,17,12,0
12520,4,2,14,17,15,1
38925,11,3,5,17,2,0
38924,11,3,4,17,3,0
5136,2,2,22,17,14,1
5137,2,2,23,17,13,2
38926,11,3,6,17,1,0
39458,11,4,10,17,18,1
5135,2,2,21,17,11,0
5134,2,2,20,17,14,1
5132,2,2,18,17,13,2
5133,2,2,19,17,23,1
5131,2,2,17,17,19,1
12527,4,2,21,17,10,0
12526,4,2,20,17,9,0
12525,4,2,19,17,13,2
38923,11,3,3,17,5,0
38922,11,3,2,17,9,0
38921,11,3,1,17,9,0
38920,11,3,0,17,20,1
15135,5,0,17,16,14,1
21476,6,5,23,16,10,0
21475,6,5,22,16,22,1
15132,5,0,14,16,18,1
15133,5,0,15,16,17,1
15134,5,0,16,16,17,1
15659,5,1,14,16,14,1
15136,5,0,18,16,20,1
15655,5,1,10,16,19,1
15656,5,1,11,16,15,1
15657,5,1,12,16,33,2
15658,5,1,13,16,17,1
15660,5,1,15,16,17,1
15130,5,0,12,16,25,1
15131,5,0,13,16,14,1
30455,9,1,15,16,27,1
15129,5,0,11,16,21,1
15128,5,0,10,16,17,1
21474,6,5,21,16,30,2
30463,9,1,23,16,15,1
30462,9,1,22,16,11,0
30461,9,1,21,16,18,1
30460,9,1,20,16,10,0
30459,9,1,19,16,26,1
30458,9,1,18,16,17,1
30457,9,1,17,16,23,1
15651,5,1,6,16,3,0
15652,5,1,7,16,12,0
15653,5,1,8,16,14,1
15654,5,1,9,16,20,1
17772,5,5,15,16,14,1
17773,5,5,16,16,14,1
17774,5,5,17,16,24,1
17775,5,5,18,16,21,1
17776,5,5,19,16,26,1
17777,5,5,20,16,17,1
15121,5,0,3,16,5,0
15122,5,0,4,16,7,0
15123,5,0,5,16,3,0
15124,5,0,6,16,13,2
15125,5,0,7,16,11,0
15126,5,0,8,16,9,0
15127,5,0,9,16,29,2
17778,5,5,21,16,15,1
15140,5,0,22,16,25,1
15137,5,0,19,16,25,1
2466,1,4,19,16,19,1
10916,3,6,19,16,16,1
2460,1,4,13,16,18,1
2461,1,4,14,16,13,2
2462,1,4,15,16,33,2
2463,1,4,16,16,21,1
2464,1,4,17,16,15,1
2465,1,4,18,16,30,2
2467,1,4,20,16,15,1
10914,3,6,17,16,12,0
15663,5,1,18,16,12,0
15662,5,1,17,16,19,1
15661,5,1,16,16,23,1
2468,1,4,21,16,21,1
2469,1,4,22,16,22,1
2470,1,4,23,16,11,0
30456,9,1,16,16,21,1
2458,1,4,11,16,18,1
2457,1,4,10,16,24,1
2456,1,4,9,16,28,2
10917,3,6,20,16,16,1
2450,1,4,3,16,6,0
2451,1,4,4,16,7,0
2452,1,4,5,16,6,0
2453,1,4,6,16,8,0
2454,1,4,7,16,13,2
2455,1,4,8,16,22,1
15666,5,1,21,16,16,1
15665,5,1,20,16,13,2
15664,5,1,19,16,20,1
30454,9,1,14,16,10,0
30453,9,1,13,16,16,1
15667,5,1,22,16,14,1
15668,5,1,23,16,8,0
10919,3,6,22,16,17,1
10918,3,6,21,16,15,1
10915,3,6,18,16,20,1
10913,3,6,16,16,17,1
15138,5,0,20,16,25,1
30441,9,1,1,16,15,1
30448,9,1,8,16,25,1
30447,9,1,7,16,11,0
30446,9,1,6,16,11,0
30445,9,1,5,16,6,0
30444,9,1,4,16,9,0
30443,9,1,3,16,12,0
30442,9,1,2,16,8,0
30440,9,1,0,16,42,2
10912,3,6,15,16,21,1
17780,5,5,23,16,15,1
17779,5,5,22,16,18,1
2448,1,4,1,16,11,0
2447,1,4,0,16,30,2
15141,5,0,23,16,12,0
2449,1,4,2,16,12,0
15139,5,0,21,16,21,1
30449,9,1,9,16,22,1
30450,9,1,10,16,20,1
10897,3,6,0,16,42,2
10898,3,6,1,16,7,0
10911,3,6,14,16,8,0
10910,3,6,13,16,20,1
10909,3,6,12,16,21,1
10908,3,6,11,16,9,0
10907,3,6,10,16,10,0
10906,3,6,9,16,14,1
10905,3,6,8,16,10,0
10904,3,6,7,16,7,0
30452,9,1,12,16,25,1
30451,9,1,11,16,15,1
10903,3,6,6,16,4,0
10902,3,6,5,16,9,0
10901,3,6,4,16,10,0
10900,3,6,3,16,11,0
10899,3,6,2,16,10,0
2459,1,4,12,16,29,2
43660,12,5,9,16,25,1
34162,10,1,23,16,5,0
6153,2,4,10,16,12,0
21465,6,5,12,16,15,1
21466,6,5,13,16,18,1
6145,2,4,2,16,7,0
6146,2,4,3,16,6,0
6147,2,4,4,16,5,0
6148,2,4,5,16,7,0
6149,2,4,6,16,12,0
6150,2,4,7,16,19,1
6151,2,4,8,16,17,1
6152,2,4,9,16,26,1
6154,2,4,11,16,14,1
21463,6,5,10,16,12,0
6155,2,4,12,16,24,1
6156,2,4,13,16,15,1
6157,2,4,14,16,15,1
6158,2,4,15,16,24,1
6159,2,4,16,16,17,1
6160,2,4,17,16,15,1
6161,2,4,18,16,18,1
6162,2,4,19,16,14,1
6163,2,4,20,16,19,1
6164,2,4,21,16,17,1
21464,6,5,11,16,16,1
21462,6,5,9,16,17,1
25689,7,6,8,16,10,0
25684,7,6,3,16,14,1
2980,1,5,4,16,6,0
2979,1,5,3,16,5,0
2978,1,5,2,16,5,0
2977,1,5,1,16,11,0
2976,1,5,0,16,25,1
6143,2,4,0,16,18,1
6144,2,4,1,16,9,0
25687,7,6,6,16,9,0
25686,7,6,5,16,9,0
25685,7,6,4,16,10,0
25683,7,6,2,16,23,1
21461,6,5,8,16,7,0
25682,7,6,1,16,16,1
25681,7,6,0,16,35,2
21453,6,5,0,16,30,2
21454,6,5,1,16,14,1
21455,6,5,2,16,17,1
21456,6,5,3,16,9,0
21457,6,5,4,16,7,0
21458,6,5,5,16,8,0
21459,6,5,6,16,6,0
21460,6,5,7,16,4,0
6165,2,4,22,16,15,1
6166,2,4,23,16,11,0
21467,6,5,14,16,14,1
35214,10,3,18,16,25,1
35204,10,3,8,16,14,1
35205,10,3,9,16,22,1
35206,10,3,10,16,9,0
35207,10,3,11,16,15,1
35208,10,3,12,16,41,2
35209,10,3,13,16,21,1
35210,10,3,14,16,28,2
35211,10,3,15,16,25,1
35212,10,3,16,16,22,1
35213,10,3,17,16,25,1
35215,10,3,19,16,7,0
21468,6,5,15,16,15,1
35216,10,3,20,16,32,2
35217,10,3,21,16,17,1
35218,10,3,22,16,19,1
35219,10,3,23,16,16,1
10920,3,6,23,16,16,1
43666,12,5,15,16,16,1
43665,12,5,14,16,14,1
43664,12,5,13,16,10,0
43663,12,5,12,16,27,1
43662,12,5,11,16,12,0
35203,10,3,7,16,14,1
35202,10,3,6,16,9,0
35201,10,3,5,16,6,0
43667,12,5,16,16,20,1
21469,6,5,16,16,11,0
21470,6,5,17,16,20,1
43656,12,5,5,16,8,0
43657,12,5,6,16,6,0
43658,12,5,7,16,6,0
43659,12,5,8,16,12,0
21471,6,5,18,16,22,1
21472,6,5,19,16,10,0
21473,6,5,20,16,17,1
43674,12,5,23,16,11,0
43673,12,5,22,16,12,0
43672,12,5,21,16,18,1
43671,12,5,20,16,13,2
43670,12,5,19,16,20,1
43669,12,5,18,16,30,2
43668,12,5,17,16,18,1
35196,10,3,0,16,28,2
35197,10,3,1,16,6,0
35198,10,3,2,16,9,0
35199,10,3,3,16,6,0
35200,10,3,4,16,7,0
25688,7,6,7,16,11,0
25690,7,6,9,16,14,1
34161,10,1,22,16,13,2
41026,12,0,17,16,14,1
34140,10,1,1,16,8,0
34139,10,1,0,16,31,2
43661,12,5,10,16,12,0
43655,12,5,4,16,3,0
41032,12,0,23,16,11,0
41031,12,0,22,16,16,1
41030,12,0,21,16,17,1
41029,12,0,20,16,23,1
41028,12,0,19,16,17,1
41027,12,0,18,16,23,1
41025,12,0,16,16,21,1
34142,10,1,3,16,8,0
41024,12,0,15,16,22,1
41023,12,0,14,16,19,1
41022,12,0,13,16,14,1
41021,12,0,12,16,38,2
41020,12,0,11,16,9,0
41019,12,0,10,16,20,1
41018,12,0,9,16,24,1
41017,12,0,8,16,18,1
41016,12,0,7,16,12,0
41015,12,0,6,16,11,0
34141,10,1,2,16,10,0
34143,10,1,4,16,8,0
25691,7,6,10,16,14,1
15648,5,1,3,16,8,0
34160,10,1,21,16,10,0
34159,10,1,20,16,25,1
34158,10,1,19,16,19,1
34157,10,1,18,16,16,1
34156,10,1,17,16,21,1
34155,10,1,16,16,29,2
34154,10,1,15,16,16,1
34153,10,1,14,16,21,1
15650,5,1,5,16,9,0
15649,5,1,4,16,9,0
15647,5,1,2,16,8,0
34144,10,1,5,16,7,0
15646,5,1,1,16,9,0
15645,5,1,0,16,18,1
34152,10,1,13,16,19,1
34151,10,1,12,16,27,1
34150,10,1,11,16,21,1
34149,10,1,10,16,11,0
34148,10,1,9,16,24,1
34147,10,1,8,16,13,2
34146,10,1,7,16,19,1
34145,10,1,6,16,8,0
41014,12,0,5,16,14,1
32037,9,4,11,16,7,0
32038,9,4,12,16,25,1
2982,1,5,6,16,5,0
2992,1,5,16,16,15,1
2991,1,5,15,16,16,1
2990,1,5,14,16,11,0
2989,1,5,13,16,11,0
2988,1,5,12,16,26,1
2987,1,5,11,16,13,2
2986,1,5,10,16,14,1
2985,1,5,9,16,15,1
2984,1,5,8,16,10,0
2983,1,5,7,16,5,0
2981,1,5,5,16,11,0
32039,9,4,13,16,25,1
25701,7,6,20,16,18,1
25700,7,6,19,16,24,1
25699,7,6,18,16,15,1
25698,7,6,17,16,15,1
25697,7,6,16,16,17,1
25696,7,6,15,16,18,1
25695,7,6,14,16,21,1
25694,7,6,13,16,14,1
25693,7,6,12,16,23,1
25692,7,6,11,16,20,1
2993,1,5,17,16,15,1
2994,1,5,18,16,18,1
2995,1,5,19,16,16,1
2996,1,5,20,16,16,1
32040,9,4,14,16,19,1
32041,9,4,15,16,20,1
32042,9,4,16,16,18,1
32043,9,4,17,16,17,1
32044,9,4,18,16,22,1
32045,9,4,19,16,22,1
32046,9,4,20,16,28,2
32047,9,4,21,16,21,1
32048,9,4,22,16,21,1
32049,9,4,23,16,15,1
41013,12,0,4,16,10,0
41012,12,0,3,16,7,0
41011,12,0,2,16,9,0
41010,12,0,1,16,13,2
41009,12,0,0,16,35,2
25704,7,6,23,16,17,1
25703,7,6,22,16,16,1
25702,7,6,21,16,21,1
2999,1,5,23,16,18,1
2998,1,5,22,16,14,1
2997,1,5,21,16,15,1
43654,12,5,3,16,6,0
24635,7,4,10,16,28,2
17771,5,5,14,16,18,1
17240,5,4,11,16,24,1
40486,11,6,5,16,9,0
40485,11,6,4,16,9,0
40484,11,6,3,16,12,0
40483,11,6,2,16,20,1
40482,11,6,1,16,9,0
40481,11,6,0,16,38,2
17252,5,4,23,16,15,1
17251,5,4,22,16,22,1
17250,5,4,21,16,17,1
17249,5,4,20,16,15,1
17248,5,4,19,16,17,1
17247,5,4,18,16,18,1
17246,5,4,17,16,15,1
17245,5,4,16,16,28,2
17244,5,4,15,16,15,1
17243,5,4,14,16,11,0
17242,5,4,13,16,16,1
40487,11,6,6,16,10,0
40488,11,6,7,16,8,0
40489,11,6,8,16,13,2
40499,11,6,18,16,14,1
39974,11,5,22,16,11,0
39975,11,5,23,16,17,1
40504,11,6,23,16,11,0
40503,11,6,22,16,12,0
40502,11,6,21,16,31,2
40501,11,6,20,16,29,2
40500,11,6,19,16,19,1
40498,11,6,17,16,20,1
40490,11,6,9,16,17,1
40497,11,6,16,16,15,1
40496,11,6,15,16,15,1
40495,11,6,14,16,12,0
40494,11,6,13,16,17,1
40493,11,6,12,16,27,1
40492,11,6,11,16,14,1
40491,11,6,10,16,23,1
17241,5,4,12,16,36,2
17239,5,4,10,16,22,1
39972,11,5,20,16,14,1
