,Month,DayOfWeek,Hour,District,Crime,Crime Score
27215,8,2,20,12,38,2
3449,1,6,17,12,18,1
27216,8,2,21,12,26,1
27217,8,2,22,12,28,2
27218,8,2,23,12,10,0
3455,1,6,23,12,17,1
3454,1,6,22,12,14,1
3453,1,6,21,12,20,1
3452,1,6,20,12,32,2
3451,1,6,19,12,27,1
3450,1,6,18,12,28,2
3448,1,6,16,12,18,1
3438,1,6,6,12,4,0
3447,1,6,15,12,21,1
3446,1,6,14,12,25,1
3445,1,6,13,12,18,1
3444,1,6,12,12,18,1
3443,1,6,11,12,20,1
3442,1,6,10,12,18,1
3441,1,6,9,12,11,0
3440,1,6,8,12,24,1
3439,1,6,7,12,11,0
21910,6,6,1,12,39,2
35661,10,4,9,12,32,2
19799,6,2,3,12,5,0
21399,6,5,18,12,32,2
21401,6,5,20,12,35,2
21402,6,5,21,12,35,2
21403,6,5,22,12,36,2
21404,6,5,23,12,21,1
18764,6,0,23,12,20,1
8207,3,1,23,12,19,1
8206,3,1,22,12,19,1
8205,3,1,21,12,27,1
8204,3,1,20,12,28,2
8203,3,1,19,12,28,2
38296,11,2,0,12,43,2
38297,11,2,1,12,19,1
38298,11,2,2,12,13,2
38299,11,2,3,12,11,0
38300,11,2,4,12,9,0
38301,11,2,5,12,9,0
38302,11,2,6,12,8,0
38303,11,2,7,12,17,1
38304,11,2,8,12,25,1
38305,11,2,9,12,27,1
38306,11,2,10,12,26,1
38307,11,2,11,12,29,2
38308,11,2,12,12,41,2
38309,11,2,13,12,30,2
38310,11,2,14,12,26,1
38311,11,2,15,12,40,2
19269,6,1,0,12,33,2
21400,6,5,19,12,27,1
21398,6,5,17,12,31,2
19271,6,1,2,12,16,1
21397,6,5,16,12,39,2
18758,6,0,17,12,26,1
18759,6,0,18,12,36,2
33012,9,6,1,12,30,2
33011,9,6,0,12,61,2
18760,6,0,19,12,29,2
18761,6,0,20,12,24,1
7656,3,0,0,12,37,2
7657,3,0,1,12,12,0
7658,3,0,2,12,21,1
18762,6,0,21,12,22,1
18763,6,0,22,12,29,2
21381,6,5,0,12,49,2
21382,6,5,1,12,30,2
21383,6,5,2,12,16,1
21384,6,5,3,12,16,1
21385,6,5,4,12,16,1
21386,6,5,5,12,9,0
21387,6,5,6,12,10,0
21388,6,5,7,12,11,0
21389,6,5,8,12,16,1
21390,6,5,9,12,29,2
21391,6,5,10,12,23,1
21392,6,5,11,12,10,0
21393,6,5,12,12,34,2
21394,6,5,13,12,22,1
21395,6,5,14,12,32,2
21396,6,5,15,12,16,1
19270,6,1,1,12,16,1
19272,6,1,3,12,11,0
18756,6,0,15,12,34,2
19274,6,1,5,12,6,0
19276,6,1,7,12,12,0
19277,6,1,8,12,21,1
19278,6,1,9,12,34,2
19806,6,2,10,12,36,2
19807,6,2,11,12,29,2
19808,6,2,12,12,29,2
19809,6,2,13,12,27,1
19810,6,2,14,12,28,2
19811,6,2,15,12,27,1
19812,6,2,16,12,23,1
19813,6,2,17,12,34,2
19814,6,2,18,12,38,2
19815,6,2,19,12,39,2
19816,6,2,20,12,29,2
19817,6,2,21,12,37,2
19279,6,1,10,12,30,2
19280,6,1,11,12,31,2
19818,6,2,22,12,43,2
19819,6,2,23,12,20,1
34076,10,1,9,12,28,2
34077,10,1,10,12,26,1
34078,10,1,11,12,23,1
34079,10,1,12,12,42,2
34080,10,1,13,12,26,1
18236,5,6,23,12,26,1
6094,2,4,23,12,22,1
18234,5,6,21,12,39,2
19275,6,1,6,12,4,0
19805,6,2,9,12,35,2
19273,6,1,4,12,3,0
19804,6,2,8,12,24,1
38312,11,2,16,12,37,2
38313,11,2,17,12,29,2
38314,11,2,18,12,41,2
38315,11,2,19,12,47,2
38316,11,2,20,12,38,2
38317,11,2,21,12,28,2
38318,11,2,22,12,36,2
38319,11,2,23,12,22,1
7127,2,6,0,12,26,1
7128,2,6,1,12,25,1
7129,2,6,2,12,22,1
7130,2,6,3,12,22,1
7131,2,6,4,12,15,1
7132,2,6,5,12,9,0
7133,2,6,6,12,8,0
7134,2,6,7,12,8,0
34067,10,1,0,12,41,2
34068,10,1,1,12,10,0
34069,10,1,2,12,13,2
34070,10,1,3,12,8,0
34071,10,1,4,12,1,0
34072,10,1,5,12,4,0
34073,10,1,6,12,12,0
34074,10,1,7,12,14,1
34075,10,1,8,12,27,1
19802,6,2,6,12,14,1
19803,6,2,7,12,15,1
18757,6,0,16,12,35,2
7136,2,6,9,12,10,0
18232,5,6,19,12,38,2
8188,3,1,4,12,6,0
8186,3,1,2,12,10,0
8185,3,1,1,12,7,0
8184,3,1,0,12,43,2
18755,6,0,14,12,27,1
18754,6,0,13,12,26,1
18753,6,0,12,12,40,2
18752,6,0,11,12,27,1
18751,6,0,10,12,28,2
18750,6,0,9,12,24,1
18749,6,0,8,12,20,1
18748,6,0,7,12,15,1
18747,6,0,6,12,13,2
18746,6,0,5,12,8,0
33034,9,6,23,12,20,1
33033,9,6,22,12,35,2
33032,9,6,21,12,30,2
33031,9,6,20,12,37,2
33030,9,6,19,12,35,2
19796,6,2,0,12,42,2
19797,6,2,1,12,13,2
19798,6,2,2,12,12,0
33029,9,6,18,12,29,2
19800,6,2,4,12,7,0
19801,6,2,5,12,13,2
33028,9,6,17,12,35,2
33027,9,6,16,12,24,1
33026,9,6,15,12,27,1
8187,3,1,3,12,7,0
8189,3,1,5,12,5,0
20325,6,3,1,12,20,1
8190,3,1,6,12,8,0
6092,2,4,21,12,37,2
6091,2,4,20,12,30,2
6090,2,4,19,12,36,2
6089,2,4,18,12,32,2
6088,2,4,17,12,33,2
6087,2,4,16,12,32,2
7142,2,6,15,12,19,1
7143,2,6,16,12,19,1
7144,2,6,17,12,26,1
7145,2,6,18,12,21,1
7146,2,6,19,12,35,2
7147,2,6,20,12,20,1
7148,2,6,21,12,21,1
7149,2,6,22,12,24,1
7150,2,6,23,12,20,1
8202,3,1,18,12,40,2
8201,3,1,17,12,27,1
8200,3,1,16,12,20,1
8199,3,1,15,12,35,2
8198,3,1,14,12,35,2
8197,3,1,13,12,39,2
8196,3,1,12,12,33,2
8195,3,1,11,12,32,2
8194,3,1,10,12,23,1
8193,3,1,9,12,25,1
8192,3,1,8,12,20,1
8191,3,1,7,12,17,1
20324,6,3,0,12,34,2
20326,6,3,2,12,17,1
7137,2,6,10,12,16,1
6071,2,4,0,12,22,1
20343,6,3,19,12,26,1
20344,6,3,20,12,36,2
20345,6,3,21,12,32,2
20346,6,3,22,12,34,2
20347,6,3,23,12,28,2
18745,6,0,4,12,19,1
18744,6,0,3,12,12,0
18743,6,0,2,12,11,0
18742,6,0,1,12,29,2
18741,6,0,0,12,35,2
33025,9,6,14,12,23,1
33024,9,6,13,12,29,2
33023,9,6,12,12,42,2
33022,9,6,11,12,18,1
33021,9,6,10,12,23,1
33020,9,6,9,12,18,1
33019,9,6,8,12,11,0
33018,9,6,7,12,7,0
33017,9,6,6,12,15,1
33016,9,6,5,12,14,1
33015,9,6,4,12,10,0
33014,9,6,3,12,23,1
33013,9,6,2,12,40,2
7141,2,6,14,12,23,1
7140,2,6,13,12,20,1
7139,2,6,12,12,19,1
7138,2,6,11,12,17,1
20342,6,3,18,12,40,2
6072,2,4,1,12,20,1
20327,6,3,3,12,9,0
6073,2,4,2,12,12,0
20328,6,3,4,12,6,0
20329,6,3,5,12,3,0
20330,6,3,6,12,15,1
20331,6,3,7,12,17,1
20332,6,3,8,12,20,1
20333,6,3,9,12,25,1
20334,6,3,10,12,26,1
20335,6,3,11,12,28,2
20336,6,3,12,12,43,2
20337,6,3,13,12,34,2
20338,6,3,14,12,25,1
20339,6,3,15,12,33,2
20340,6,3,16,12,32,2
20341,6,3,17,12,36,2
6086,2,4,15,12,25,1
6085,2,4,14,12,31,2
6084,2,4,13,12,35,2
6083,2,4,12,12,29,2
6082,2,4,11,12,24,1
6081,2,4,10,12,22,1
6080,2,4,9,12,23,1
6079,2,4,8,12,28,2
6078,2,4,7,12,14,1
6077,2,4,6,12,7,0
6076,2,4,5,12,4,0
6075,2,4,4,12,7,0
6074,2,4,3,12,9,0
18233,5,6,20,12,28,2
18235,5,6,22,12,33,2
18231,5,6,18,12,30,2
38845,11,3,21,12,21,1
32491,9,5,8,12,11,0
32492,9,5,9,12,26,1
32493,9,5,10,12,23,1
32494,9,5,11,12,25,1
32495,9,5,12,12,30,2
32496,9,5,13,12,32,2
32497,9,5,14,12,32,2
32498,9,5,15,12,37,2
32499,9,5,16,12,24,1
32500,9,5,17,12,41,2
32501,9,5,18,12,38,2
38847,11,3,23,12,18,1
38846,11,3,22,12,21,1
38844,11,3,20,12,29,2
32490,9,5,7,12,11,0
38843,11,3,19,12,32,2
38842,11,3,18,12,37,2
38841,11,3,17,12,36,2
38840,11,3,16,12,21,1
38839,11,3,15,12,28,2
32502,9,5,19,12,34,2
32503,9,5,20,12,31,2
32504,9,5,21,12,36,2
32505,9,5,22,12,42,2
32506,9,5,23,12,31,2
33545,10,0,6,12,6,0
33544,10,0,5,12,8,0
33543,10,0,4,12,9,0
39352,11,4,0,12,45,2
32489,9,5,6,12,11,0
33541,10,0,2,12,24,1
33555,10,0,16,12,35,2
39357,11,4,5,12,8,0
39356,11,4,4,12,9,0
39355,11,4,3,12,12,0
39354,11,4,2,12,15,1
39353,11,4,1,12,18,1
7669,3,0,13,12,24,1
33562,10,0,23,12,18,1
33561,10,0,22,12,28,2
33560,10,0,21,12,37,2
33559,10,0,20,12,26,1
33558,10,0,19,12,41,2
33557,10,0,18,12,42,2
33556,10,0,17,12,45,2
33554,10,0,15,12,28,2
32488,9,5,5,12,3,0
33553,10,0,14,12,24,1
33552,10,0,13,12,29,2
33551,10,0,12,12,32,2
33550,10,0,11,12,26,1
33549,10,0,10,12,36,2
33548,10,0,9,12,36,2
33547,10,0,8,12,20,1
33546,10,0,7,12,26,1
32483,9,5,0,12,45,2
32484,9,5,1,12,36,2
32485,9,5,2,12,15,1
32486,9,5,3,12,25,1
32487,9,5,4,12,15,1
33542,10,0,3,12,11,0
33540,10,0,1,12,15,1
18230,5,6,17,12,30,2
8730,3,2,17,12,33,2
8722,3,2,9,12,30,2
8723,3,2,10,12,23,1
6617,2,5,19,12,44,2
6618,2,5,20,12,37,2
6619,2,5,21,12,25,1
6620,2,5,22,12,24,1
6621,2,5,23,12,22,1
8736,3,2,23,12,15,1
8735,3,2,22,12,29,2
8734,3,2,21,12,27,1
8733,3,2,20,12,31,2
8732,3,2,19,12,40,2
8731,3,2,18,12,36,2
8729,3,2,16,12,36,2
8720,3,2,7,12,14,1
8728,3,2,15,12,25,1
8727,3,2,14,12,29,2
8726,3,2,13,12,30,2
8725,3,2,12,12,31,2
8724,3,2,11,12,19,1
7666,3,0,10,12,25,1
7665,3,0,9,12,20,1
7664,3,0,8,12,12,0
7663,3,0,7,12,11,0
7662,3,0,6,12,10,0
7661,3,0,5,12,9,0
7660,3,0,4,12,4,0
7659,3,0,3,12,11,0
8721,3,2,8,12,21,1
8719,3,2,6,12,7,0
33539,10,0,0,12,36,2
38837,11,3,13,12,21,1
7668,3,0,12,12,35,2
7667,3,0,11,12,14,1
6611,2,5,13,12,28,2
6612,2,5,14,12,29,2
6613,2,5,15,12,14,1
6614,2,5,16,12,23,1
6615,2,5,17,12,29,2
6616,2,5,18,12,35,2
8713,3,2,0,12,30,2
8714,3,2,1,12,14,1
8715,3,2,2,12,14,1
8716,3,2,3,12,13,2
38838,11,3,14,12,22,1
38836,11,3,12,12,33,2
8718,3,2,5,12,5,0
38835,11,3,11,12,25,1
38834,11,3,10,12,18,1
38833,11,3,9,12,22,1
38832,11,3,8,12,19,1
38831,11,3,7,12,14,1
38830,11,3,6,12,14,1
38829,11,3,5,12,6,0
38828,11,3,4,12,9,0
38827,11,3,3,12,11,0
38826,11,3,2,12,15,1
38825,11,3,1,12,17,1
38824,11,3,0,12,32,2
8717,3,2,4,12,9,0
39358,11,4,6,12,15,1
39359,11,4,7,12,10,0
39360,11,4,8,12,24,1
6599,2,5,1,12,12,0
34081,10,1,14,12,39,2
34082,10,1,15,12,32,2
34083,10,1,16,12,36,2
34084,10,1,17,12,37,2
34085,10,1,18,12,37,2
34086,10,1,19,12,48,2
34087,10,1,20,12,33,2
34088,10,1,21,12,31,2
34089,10,1,22,12,33,2
34090,10,1,23,12,26,1
7135,2,6,8,12,11,0
6598,2,5,0,12,35,2
6600,2,5,2,12,11,0
20854,6,4,2,12,14,1
6601,2,5,3,12,14,1
6602,2,5,4,12,18,1
6603,2,5,5,12,8,0
6604,2,5,6,12,6,0
6605,2,5,7,12,6,0
6606,2,5,8,12,15,1
6607,2,5,9,12,19,1
6608,2,5,10,12,26,1
6609,2,5,11,12,21,1
6610,2,5,12,12,28,2
39361,11,4,9,12,37,2
20852,6,4,0,12,36,2
18213,5,6,0,12,60,2
18214,5,6,1,12,35,2
18215,5,6,2,12,37,2
18216,5,6,3,12,21,1
18229,5,6,16,12,47,2
18228,5,6,15,12,27,1
18227,5,6,14,12,18,1
18226,5,6,13,12,25,1
18225,5,6,12,12,27,1
18224,5,6,11,12,22,1
18223,5,6,10,12,19,1
18222,5,6,9,12,29,2
19281,6,1,12,12,33,2
19282,6,1,13,12,40,2
19283,6,1,14,12,39,2
19284,6,1,15,12,31,2
19285,6,1,16,12,24,1
19286,6,1,17,12,26,1
19287,6,1,18,12,35,2
19288,6,1,19,12,36,2
19289,6,1,20,12,28,2
19290,6,1,21,12,36,2
19291,6,1,22,12,42,2
19292,6,1,23,12,16,1
18221,5,6,8,12,18,1
18220,5,6,7,12,15,1
18219,5,6,6,12,12,0
18218,5,6,5,12,13,2
18217,5,6,4,12,18,1
20853,6,4,1,12,25,1
6093,2,4,22,12,20,1
20855,6,4,3,12,16,1
39375,11,4,23,12,32,2
20874,6,4,22,12,35,2
20856,6,4,4,12,10,0
7679,3,0,23,12,13,2
7678,3,0,22,12,17,1
7677,3,0,21,12,32,2
7676,3,0,20,12,25,1
7675,3,0,19,12,33,2
7674,3,0,18,12,22,1
7673,3,0,17,12,45,2
7672,3,0,16,12,24,1
7671,3,0,15,12,40,2
7670,3,0,14,12,22,1
39374,11,4,22,12,27,1
20872,6,4,20,12,34,2
39373,11,4,21,12,33,2
39372,11,4,20,12,42,2
39371,11,4,19,12,58,2
39370,11,4,18,12,52,2
39369,11,4,17,12,46,2
39368,11,4,16,12,38,2
39367,11,4,15,12,36,2
39366,11,4,14,12,32,2
39365,11,4,13,12,37,2
39364,11,4,12,12,44,2
39363,11,4,11,12,37,2
39362,11,4,10,12,34,2
20873,6,4,21,12,25,1
20875,6,4,23,12,29,2
20871,6,4,19,12,32,2
20870,6,4,18,12,33,2
20857,6,4,5,12,3,0
20858,6,4,6,12,10,0
20859,6,4,7,12,14,1
20860,6,4,8,12,11,0
20861,6,4,9,12,27,1
20862,6,4,10,12,28,2
20863,6,4,11,12,20,1
20864,6,4,12,12,29,2
20865,6,4,13,12,25,1
20866,6,4,14,12,28,2
20868,6,4,16,12,31,2
20869,6,4,17,12,29,2
20867,6,4,15,12,21,1
7123,2,6,20,11,25,1
1829,1,3,5,11,8,0
7121,2,6,18,11,31,2
37747,11,1,3,11,8,0
7122,2,6,19,11,33,2
37745,11,1,1,11,17,1
37744,11,1,0,11,45,2
1828,1,3,4,11,13,2
37748,11,1,4,11,11,0
37749,11,1,5,11,7,0
37750,11,1,6,11,12,0
37751,11,1,7,11,18,1
37752,11,1,8,11,24,1
7124,2,6,21,11,26,1
7125,2,6,22,11,22,1
7126,2,6,23,11,23,1
37753,11,1,9,11,33,2
37754,11,1,10,11,56,2
37755,11,1,11,11,37,2
7120,2,6,17,11,32,2
1830,1,3,6,11,8,0
37746,11,1,2,11,5,0
26664,8,1,22,11,31,2
11879,4,1,23,11,25,1
26652,8,1,10,11,43,2
24009,7,3,9,11,35,2
24008,7,3,8,11,24,1
24007,7,3,7,11,12,0
24006,7,3,6,11,14,1
24005,7,3,5,11,5,0
24004,7,3,4,11,9,0
24003,7,3,3,11,15,1
24002,7,3,2,11,25,1
24001,7,3,1,11,19,1
24000,7,3,0,11,39,2
26642,8,1,0,11,47,2
26643,8,1,1,11,27,1
26644,8,1,2,11,33,2
26645,8,1,3,11,17,1
26646,8,1,4,11,9,0
26647,8,1,5,11,9,0
26648,8,1,6,11,9,0
26649,8,1,7,11,11,0
26650,8,1,8,11,27,1
24010,7,3,10,11,52,2
24011,7,3,11,11,31,2
24012,7,3,12,11,50,2
24023,7,3,23,11,34,2
11864,4,1,8,11,15,1
11865,4,1,9,11,27,1
11866,4,1,10,11,50,2
11867,4,1,11,11,45,2
11868,4,1,12,11,46,2
11869,4,1,13,11,24,1
32987,9,6,0,11,44,2
32988,9,6,1,11,35,2
24022,7,3,22,11,42,2
24013,7,3,13,11,38,2
24021,7,3,21,11,31,2
24020,7,3,20,11,45,2
24019,7,3,19,11,33,2
24018,7,3,18,11,30,2
24017,7,3,17,11,34,2
24016,7,3,16,11,35,2
24015,7,3,15,11,27,1
24014,7,3,14,11,21,1
26651,8,1,9,11,34,2
26653,8,1,11,11,43,2
11878,4,1,22,11,41,2
26654,8,1,12,11,55,2
33000,9,6,13,11,29,2
33001,9,6,14,11,23,1
33002,9,6,15,11,32,2
33003,9,6,16,11,26,1
33004,9,6,17,11,32,2
33005,9,6,18,11,28,2
33006,9,6,19,11,36,2
33007,9,6,20,11,40,2
33008,9,6,21,11,43,2
33009,9,6,22,11,31,2
33010,9,6,23,11,26,1
11870,4,1,14,11,42,2
11871,4,1,15,11,44,2
11872,4,1,16,11,39,2
11873,4,1,17,11,41,2
11874,4,1,18,11,40,2
11875,4,1,19,11,52,2
11876,4,1,20,11,65,2
11877,4,1,21,11,31,2
32999,9,6,12,11,27,1
32998,9,6,11,11,25,1
32997,9,6,10,11,29,2
26663,8,1,21,11,42,2
26655,8,1,13,11,30,2
26656,8,1,14,11,30,2
26657,8,1,15,11,48,2
26658,8,1,16,11,36,2
26659,8,1,17,11,34,2
26660,8,1,18,11,31,2
26661,8,1,19,11,30,2
26662,8,1,20,11,38,2
37757,11,1,13,11,38,2
32996,9,6,9,11,28,2
26665,8,1,23,11,35,2
32989,9,6,2,11,42,2
32990,9,6,3,11,26,1
32991,9,6,4,11,17,1
32992,9,6,5,11,20,1
32993,9,6,6,11,13,2
32994,9,6,7,11,18,1
32995,9,6,8,11,27,1
37756,11,1,12,11,44,2
23482,7,2,11,11,42,2
37758,11,1,14,11,32,2
23485,7,2,14,11,39,2
23487,7,2,16,11,44,2
23488,7,2,17,11,36,2
23489,7,2,18,11,40,2
23490,7,2,19,11,56,2
23491,7,2,20,11,47,2
23492,7,2,21,11,52,2
23493,7,2,22,11,39,2
23494,7,2,23,11,35,2
18197,5,6,8,11,26,1
18198,5,6,9,11,28,2
18199,5,6,10,11,41,2
18200,5,6,11,11,36,2
18201,5,6,12,11,46,2
18202,5,6,13,11,44,2
18203,5,6,14,11,49,2
23486,7,2,15,11,37,2
23484,7,2,13,11,36,2
18205,5,6,16,11,50,2
23483,7,2,12,11,54,2
18196,5,6,7,11,20,1
43029,12,4,1,11,14,1
43028,12,4,0,11,25,1
23471,7,2,0,11,44,2
23472,7,2,1,11,34,2
23473,7,2,2,11,24,1
23474,7,2,3,11,16,1
23475,7,2,4,11,8,0
23476,7,2,5,11,13,2
23477,7,2,6,11,8,0
23478,7,2,7,11,16,1
23479,7,2,8,11,31,2
23480,7,2,9,11,32,2
23481,7,2,10,11,39,2
15572,5,1,23,11,25,1
18204,5,6,15,11,44,2
18206,5,6,17,11,45,2
18194,5,6,5,11,20,1
29827,9,0,12,11,51,2
29829,9,0,14,11,28,2
29830,9,0,15,11,36,2
29831,9,0,16,11,39,2
29832,9,0,17,11,47,2
29833,9,0,18,11,45,2
29834,9,0,19,11,42,2
29835,9,0,20,11,44,2
29836,9,0,21,11,40,2
29837,9,0,22,11,36,2
29838,9,0,23,11,28,2
16628,5,3,23,11,25,1
16627,5,3,22,11,39,2
16626,5,3,21,11,30,2
16625,5,3,20,11,21,1
16624,5,3,19,11,43,2
29828,9,0,13,11,20,1
29826,9,0,11,11,50,2
18207,5,6,18,11,41,2
29825,9,0,10,11,44,2
18208,5,6,19,11,37,2
18209,5,6,20,11,41,2
18210,5,6,21,11,39,2
18211,5,6,22,11,51,2
18212,5,6,23,11,41,2
29815,9,0,0,11,47,2
29816,9,0,1,11,30,2
29817,9,0,2,11,22,1
29818,9,0,3,11,14,1
29819,9,0,4,11,10,0
29820,9,0,5,11,8,0
29821,9,0,6,11,16,1
29822,9,0,7,11,8,0
29823,9,0,8,11,31,2
29824,9,0,9,11,30,2
18195,5,6,6,11,19,1
18193,5,6,4,11,26,1
16622,5,3,17,11,27,1
31415,9,3,13,11,29,2
31413,9,3,11,11,47,2
31412,9,3,10,11,44,2
31411,9,3,9,11,40,2
31410,9,3,8,11,31,2
31409,9,3,7,11,20,1
31408,9,3,6,11,15,1
31407,9,3,5,11,6,0
31406,9,3,4,11,6,0
31405,9,3,3,11,14,1
31404,9,3,2,11,19,1
31403,9,3,1,11,15,1
31402,9,3,0,11,47,2
36701,10,6,14,11,21,1
36702,10,6,15,11,32,2
36703,10,6,16,11,39,2
31414,9,3,12,11,47,2
31416,9,3,14,11,30,2
36705,10,6,18,11,27,1
31417,9,3,15,11,49,2
36694,10,6,7,11,12,0
36695,10,6,8,11,19,1
36696,10,6,9,11,31,2
36697,10,6,10,11,40,2
36698,10,6,11,11,29,2
36699,10,6,12,11,30,2
36700,10,6,13,11,32,2
31425,9,3,23,11,32,2
31424,9,3,22,11,28,2
31423,9,3,21,11,32,2
31422,9,3,20,11,44,2
31421,9,3,19,11,30,2
31420,9,3,18,11,31,2
31419,9,3,17,11,39,2
31418,9,3,16,11,37,2
36704,10,6,17,11,31,2
36706,10,6,19,11,46,2
18192,5,6,3,11,34,2
27184,8,2,13,11,31,2
27182,8,2,11,11,62,2
27181,8,2,10,11,51,2
27180,8,2,9,11,38,2
27179,8,2,8,11,18,1
27178,8,2,7,11,18,1
27177,8,2,6,11,15,1
27176,8,2,5,11,11,0
27175,8,2,4,11,7,0
27174,8,2,3,11,13,2
27173,8,2,2,11,18,1
27172,8,2,1,11,20,1
27171,8,2,0,11,45,2
18189,5,6,0,11,48,2
18190,5,6,1,11,28,2
18191,5,6,2,11,40,2
27183,8,2,12,11,47,2
27185,8,2,14,11,47,2
36707,10,6,20,11,40,2
27186,8,2,15,11,38,2
36708,10,6,21,11,40,2
36709,10,6,22,11,40,2
36710,10,6,23,11,31,2
33535,10,0,20,11,39,2
33536,10,0,21,11,36,2
33537,10,0,22,11,39,2
33538,10,0,23,11,21,1
27194,8,2,23,11,33,2
27193,8,2,22,11,37,2
27192,8,2,21,11,32,2
27191,8,2,20,11,29,2
27190,8,2,19,11,38,2
27189,8,2,18,11,37,2
27188,8,2,17,11,31,2
27187,8,2,16,11,41,2
16623,5,3,18,11,35,2
16621,5,3,16,11,33,2
37759,11,1,15,11,28,2
8176,3,1,16,11,48,2
8178,3,1,18,11,37,2
8179,3,1,19,11,41,2
8180,3,1,20,11,45,2
8181,3,1,21,11,31,2
8182,3,1,22,11,28,2
8183,3,1,23,11,29,2
40385,11,6,0,11,36,2
40386,11,6,1,11,26,1
40387,11,6,2,11,35,2
40388,11,6,3,11,31,2
40389,11,6,4,11,14,1
40390,11,6,5,11,14,1
40391,11,6,6,11,14,1
40392,11,6,7,11,22,1
40393,11,6,8,11,17,1
8177,3,1,17,11,43,2
8175,3,1,15,11,50,2
40395,11,6,10,11,37,2
8174,3,1,14,11,44,2
14517,4,6,22,11,18,1
14518,4,6,23,11,19,1
8162,3,1,2,11,13,2
8163,3,1,3,11,7,0
8164,3,1,4,11,13,2
8165,3,1,5,11,5,0
8166,3,1,6,11,6,0
8167,3,1,7,11,13,2
8168,3,1,8,11,32,2
11862,4,1,6,11,8,0
8169,3,1,9,11,47,2
8170,3,1,10,11,47,2
8171,3,1,11,11,46,2
8172,3,1,12,11,47,2
8173,3,1,13,11,44,2
40394,11,6,9,11,33,2
40396,11,6,11,11,34,2
14515,4,6,20,11,26,1
6593,2,5,19,11,54,2
6595,2,5,21,11,31,2
6596,2,5,22,11,40,2
6597,2,5,23,11,22,1
1824,1,3,0,11,42,2
1825,1,3,1,11,10,0
1826,1,3,2,11,11,0
1827,1,3,3,11,8,0
37767,11,1,23,11,24,1
37766,11,1,22,11,26,1
37765,11,1,21,11,20,1
37764,11,1,20,11,31,2
37763,11,1,19,11,31,2
37762,11,1,18,11,25,1
37761,11,1,17,11,44,2
37760,11,1,16,11,42,2
6594,2,5,20,11,33,2
6592,2,5,18,11,46,2
40397,11,6,12,11,48,2
6591,2,5,17,11,47,2
40398,11,6,13,11,29,2
40399,11,6,14,11,29,2
40400,11,6,15,11,24,1
40401,11,6,16,11,25,1
40402,11,6,17,11,45,2
40403,11,6,18,11,44,2
40404,11,6,19,11,31,2
40405,11,6,20,11,34,2
40406,11,6,21,11,39,2
40407,11,6,22,11,28,2
40408,11,6,23,11,22,1
6587,2,5,13,11,39,2
6588,2,5,14,11,30,2
6589,2,5,15,11,32,2
6590,2,5,16,11,31,2
14516,4,6,21,11,24,1
14514,4,6,19,11,31,2
16620,5,3,15,11,38,2
6574,2,5,0,11,38,2
6576,2,5,2,11,23,1
6577,2,5,3,11,23,1
6578,2,5,4,11,13,2
6579,2,5,5,11,11,0
6580,2,5,6,11,12,0
6581,2,5,7,11,21,1
6582,2,5,8,11,32,2
6583,2,5,9,11,36,2
6584,2,5,10,11,45,2
6585,2,5,11,11,49,2
6586,2,5,12,11,43,2
4489,2,1,23,11,15,1
4488,2,1,22,11,21,1
4487,2,1,21,11,21,1
4486,2,1,20,11,34,2
6575,2,5,1,11,31,2
8161,3,1,1,11,21,1
4484,2,1,18,11,42,2
8160,3,1,0,11,33,2
16619,5,3,14,11,39,2
16618,5,3,13,11,43,2
16617,5,3,12,11,56,2
16616,5,3,11,11,54,2
16615,5,3,10,11,55,2
16614,5,3,9,11,34,2
16613,5,3,8,11,26,1
16612,5,3,7,11,26,1
16611,5,3,6,11,10,0
16610,5,3,5,11,7,0
16609,5,3,4,11,9,0
16608,5,3,3,11,12,0
16607,5,3,2,11,14,1
16606,5,3,1,11,20,1
16605,5,3,0,11,36,2
4485,2,1,19,11,32,2
4483,2,1,17,11,31,2
14513,4,6,18,11,29,2
14496,4,6,1,11,28,2
14498,4,6,3,11,12,0
14499,4,6,4,11,18,1
14500,4,6,5,11,7,0
14501,4,6,6,11,9,0
14502,4,6,7,11,27,1
14503,4,6,8,11,27,1
14504,4,6,9,11,30,2
14505,4,6,10,11,34,2
14506,4,6,11,11,34,2
14507,4,6,12,11,28,2
14508,4,6,13,11,20,1
14509,4,6,14,11,27,1
14510,4,6,15,11,26,1
14511,4,6,16,11,29,2
14512,4,6,17,11,30,2
14497,4,6,2,11,32,2
14495,4,6,0,11,37,2
4482,2,1,16,11,40,2
4466,2,1,0,11,32,2
4481,2,1,15,11,39,2
4480,2,1,14,11,40,2
4479,2,1,13,11,37,2
4478,2,1,12,11,43,2
4477,2,1,11,11,53,2
4476,2,1,10,11,44,2
4475,2,1,9,11,38,2
4474,2,1,8,11,22,1
4473,2,1,7,11,18,1
4472,2,1,6,11,13,2
4471,2,1,5,11,5,0
4470,2,1,4,11,8,0
4469,2,1,3,11,8,0
4468,2,1,2,11,12,0
4467,2,1,1,11,10,0
11863,4,1,7,11,9,0
20837,6,4,9,11,39,2
11861,4,1,5,11,10,0
42517,12,3,17,11,39,2
25594,7,6,9,11,27,1
25593,7,6,8,11,21,1
25592,7,6,7,11,22,1
42522,12,3,22,11,17,1
42521,12,3,21,11,25,1
42520,12,3,20,11,27,1
42519,12,3,19,11,25,1
42518,12,3,18,11,30,2
